App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Sentiment_Subjectivity,Category_Display
CVS Caremark,MEDICAL,3.5,3707,10.0,500000,Free,0,Everyone,Medical,"July 28, 2018",4.36,4.4 and up,0.42912333393102625,MEDICAL
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.5554172335600908,MEDICAL
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.4228739316239316,MEDICAL
HealtheLife,MEDICAL,3.6,190,7.7,100000,Free,0,Everyone,Medical,"January 2, 2018",2.4.0,4.4 and up,0.36319146825396825,MEDICAL
Anatomy Learning - 3D Atlas,MEDICAL,4.5,72167,16.0,1000000,Free,0,Everyone,Medical,"July 18, 2018",2.0,4.1 and up,0.48883272206188877,MEDICAL
Baritastic - Bariatric Tracker,MEDICAL,4.7,4318,12.0,100000,Free,0,Everyone,Medical,"July 26, 2018",1.3.185,4.1 and up,0.571031492647564,MEDICAL
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.49524039849039847,MEDICAL
Davis's Drug Guide for Nurses,MEDICAL,4.5,572,44.0,50000,Free,0,Everyone,Medical,"July 13, 2018",4.3.2.315,4.4 and up,0.4259259259259259,MEDICAL
HESI A2 Pocket Prep,MEDICAL,4.3,2108,28.0,50000,Free,0,Everyone,Medical,"May 2, 2018",4.5.1,4.4 and up,0.4689616402116402,MEDICAL
Davis's Drug Guide,MEDICAL,3.9,272,6.4,50000,Free,0,Everyone,Medical,"December 11, 2017",2.7.36,4.1 and up,0.5333333333333333,MEDICAL
Essential Anatomy 3,MEDICAL,4.1,1533,42.0,50000,Paid,$11.99,Mature 17+,Medical,"August 7, 2014",1.1.3,4.0.3 and up,0.5223282227032227,MEDICAL
Diabetes & Diet Tracker,MEDICAL,4.6,395,19.0,1000,Paid,$9.99,Everyone,Medical,"July 16, 2018",6.5.1,5.0 and up,0.5684691607191606,MEDICAL
Anthem BC Anywhere,MEDICAL,2.6,496,24.0,100000,Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.36789554531490015,MEDICAL
Ada - Your Health Guide,MEDICAL,4.7,87418,14.0,1000000,Free,0,Everyone,Medical,"July 16, 2018",2.25.0,4.4 and up,0.5554172335600908,MEDICAL
All Mental disorders,MEDICAL,4.5,453,11.0,100000,Free,0,Everyone,Medical,"July 7, 2017",1.1,4.0.3 and up,0.4228739316239316,MEDICAL
High Blood Pressure Symptoms,MEDICAL,4.0,531,2.3,100000,Free,0,Everyone,Medical,"January 18, 2015",1.0,3.0 and up,0.5663588588588588,MEDICAL
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000,Free,0,Everyone,Medical,"July 18, 2018",4.0.9,4.0.3 and up,0.355830704018204,MEDICAL
Anthem Anywhere,MEDICAL,2.7,2657,24.0,500000,Free,0,Everyone,Medical,"July 27, 2018",8.0.226,4.4 and up,0.3850360223821762,MEDICAL
Airway Ex - Intubate. Anesthetize. Train.,MEDICAL,4.3,123,86.0,10000,Free,0,Everyone,Medical,"June 1, 2018",0.6.88,5.0 and up,0.49310152810152813,MEDICAL
BELONG Beating Cancer Together,MEDICAL,4.7,623,20.0,50000,Free,0,Teen,Medical,"July 29, 2018",4.0.5,4.3 and up,0.4141634626338574,MEDICAL
ConnectLine,MEDICAL,3.1,253,4.2,50000,Free,0,Everyone,Medical,"September 12, 2016",1.3.4,2.3.3 and up,0.4503203268814171,MEDICAL
Banfield Pet Health Tracker,MEDICAL,4.2,1747,5.9,100000,Free,0,Everyone,Medical,"October 17, 2016",1.2.2,4.0 and up,0.49524039849039847,MEDICAL
1800 Contacts - Lens Store,MEDICAL,4.7,23160,26.0,1000000,Free,0,Everyone,Medical,"July 27, 2018",7.4.1,5.0 and up,0.5910984848484848,MEDICAL
All Social Networks,SOCIAL,4.2,22492,1.5,1000000,Free,0,Everyone,Social,"May 21, 2018",2.4.12,4.0 and up,0.5138202177724237,SOCIAL
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3,5000000,Free,0,Everyone,Social,"June 13, 2018",5.1.1,4.1 and up,0.5127991622574956,SOCIAL
Amino: Communities and Chats,SOCIAL,4.8,1259075,62.0,10000000,Free,0,Teen,Social,"July 20, 2018",1.8.19179,4.0.3 and up,0.5375361254760332,SOCIAL
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8,10000000,Free,0,Mature 17+,Social,"June 8, 2016",8.00.752746,4.4 and up,0.49405168905168906,SOCIAL
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35.0,10000000,Free,0,Everyone,Social,"July 31, 2018",3.8.1,4.1 and up,0.5231201565923789,SOCIAL
Blogger,SOCIAL,3.7,138026,2.7,5000000,Free,0,Mature 17+,Social,"February 29, 2016",2.1.3,2.1 and up,0.5200550796321473,SOCIAL
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,100000,Free,0,Teen,Social,"May 31, 2018",7.0.7,4.0.3 and up,0.3590662578162578,SOCIAL
Banjo,SOCIAL,4.2,58341,9.3,1000000,Free,0,Everyone,Social,"July 25, 2015",4.6.2.0,2.3 and up,0.46412157310875257,SOCIAL
Couple - Relationship App,SOCIAL,4.0,33249,8.4,1000000,Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.5813240288788535,SOCIAL
Couple - Relationship App,SOCIAL,4.0,33249,8.4,1000000,Free,0,Everyone,Social,"March 5, 2015",1.8.0,2.3 and up,0.5813240288788535,SOCIAL
Amazon for Tablets,SHOPPING,4.0,141613,22.0,10000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.850,4.4 and up,0.37119065656565653,SHOPPING
Amazon Shopping,SHOPPING,4.3,909226,42.0,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889,SHOPPING
GS SHOP,SHOPPING,3.8,44255,15.0,10000000,Free,0,Everyone,Shopping,"August 3, 2018",6.0.4,4.1 and up,0.3475877192982456,SHOPPING
Family Dollar,SHOPPING,4.3,2588,21.0,1000000,Free,0,Everyone,Shopping,"July 23, 2018",2.4.0,4.1 and up,0.4460639301175015,SHOPPING
11st,SHOPPING,3.8,48732,20.0,10000000,Free,0,Everyone,Shopping,"July 31, 2018",7.8.1,4.0 and up,0.4439569354256855,SHOPPING
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25.0,1000000,Free,0,Everyone,Shopping,"June 21, 2018",4.89,4.3 and up,0.5184227994227995,SHOPPING
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719,SHOPPING
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31.0,1000000,Free,0,Everyone,Shopping,"August 3, 2018",4.31.2,4.4 and up,0.41552014505961876,SHOPPING
HauteLook,SHOPPING,4.1,7193,7.3,500000,Free,0,Everyone,Shopping,"July 13, 2018",5.0.2,4.4 and up,0.4925493025493025,SHOPPING
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719,SHOPPING
Amazon Shopping,SHOPPING,4.3,909204,42.0,100000000,Free,0,Teen,Shopping,"July 31, 2018",16.14.0.100,4.4 and up,0.4624378936759889,SHOPPING
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.5440019228160253,SHOPPING
ASOS,SHOPPING,4.7,181798,22.0,10000000,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.5864045214045215,SHOPPING
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14.0,500000,Free,0,Everyone,Shopping,"July 25, 2018",2.4.0,4.4 and up,0.5253256169825719,SHOPPING
Etsy: Handmade & Vintage Goods,SHOPPING,4.3,95520,15.0,10000000,Free,0,Teen,Shopping,"August 3, 2018",5.3.1,4.1 and up,0.5440019228160253,SHOPPING
Find&Save - Local Shopping,SHOPPING,4.0,4602,6.2,500000,Free,0,Everyone,Shopping,"December 22, 2017",3.0.0,4.1 and up,0.38212278881815626,SHOPPING
ASOS,SHOPPING,4.7,181823,22.0,10000000,Free,0,Everyone,Shopping,"July 30, 2018",4.4.9,4.4 and up,0.5864045214045215,SHOPPING
FreePrints – Free Photos Delivered,PHOTOGRAPHY,4.8,109500,37.0,1000000,Free,0,Everyone,Photography,"August 2, 2018",2.18.2,4.1 and up,0.6266804152637486,PHOTOGRAPHY
Groovebook Photo Books & Gifts,PHOTOGRAPHY,4.0,21159,36.0,500000,Free,0,Everyone,Photography,"January 31, 2018",2.1.9,4.0.3 and up,0.5067545042492522,PHOTOGRAPHY
HD Camera - Best Cam with filters & panorama,PHOTOGRAPHY,4.5,38953,9.7,5000000,Free,0,Everyone,Photography,"July 26, 2018",2.2.4,4.2 and up,0.5875,PHOTOGRAPHY
"Face Filter, Selfie Editor - Sweet Camera",PHOTOGRAPHY,4.7,142634,22.0,10000000,Free,0,Everyone,Photography,"July 6, 2018",1.5.1,4.4 and up,0.5888655462184874,PHOTOGRAPHY
HD Camera - Quick Snap Photo & Video,PHOTOGRAPHY,4.5,21841,7.7,1000000,Free,0,Everyone,Photography,"July 24, 2018",1.6.4,4.2 and up,0.5777731092436975,PHOTOGRAPHY
HD Camera,PHOTOGRAPHY,4.3,49680,8.7,5000000,Free,0,Everyone,Photography,"July 11, 2018",1.8.5,4.2 and up,0.0,PHOTOGRAPHY
Garden Photo Frames - Garden Photo Editor,PHOTOGRAPHY,4.4,1864,13.0,500000,Free,0,Everyone,Photography,"May 3, 2018",22.0,4.0.3 and up,0.48137500000000005,PHOTOGRAPHY
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158047,53.0,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004,PHOTOGRAPHY
DSLR Camera Hd Ultra Professional,PHOTOGRAPHY,4.2,4410,4.5,1000000,Free,0,Everyone,Photography,"June 27, 2018",4.1,4.0.3 and up,0.5042909356725146,PHOTOGRAPHY
"Candy selfie - photo editor, live filter camera",PHOTOGRAPHY,4.4,53421,26.0,10000000,Free,0,Everyone,Photography,"August 6, 2018",2.74.685,4.0.3 and up,0.48031565656565656,PHOTOGRAPHY
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,62421,9.6,5000000,Free,0,Everyone,Photography,"July 28, 2018",2.4,4.1 and up,0.530530303030303,PHOTOGRAPHY
Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000,Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.4359923749572187,PHOTOGRAPHY
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3157936,53.0,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004,PHOTOGRAPHY
Blur Image Background,PHOTOGRAPHY,3.9,129272,11.0,10000000,Free,0,Everyone,Photography,"July 30, 2018",1.32,4.1 and up,0.643939393939394,PHOTOGRAPHY
Flickr,PHOTOGRAPHY,4.3,251951,16.0,10000000,Free,0,Mature 17+,Photography,"July 11, 2018",4.7.3,4.4 and up,0.4359923749572187,PHOTOGRAPHY
HD Camera Ultra,PHOTOGRAPHY,4.3,462152,1.5,10000000,Free,0,Everyone,Photography,"October 17, 2015",2.3.1,Varies with device,0.5695181114814052,PHOTOGRAPHY
Cameringo Lite. Filters Camera,PHOTOGRAPHY,4.2,140917,5.7,10000000,Free,0,Everyone,Photography,"June 11, 2018",2.2.93,4.0 and up,0.5333333333333333,PHOTOGRAPHY
HD Camera Pro for Android,PHOTOGRAPHY,4.1,49211,1.9,1000000,Free,0,Everyone,Photography,"January 19, 2017",1.5.5,2.1 and up,0.6097689075630253,PHOTOGRAPHY
HD Camera for Android,PHOTOGRAPHY,4.1,351254,4.0,10000000,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.5457669413919414,PHOTOGRAPHY
GoPro (formerly Capture),PHOTOGRAPHY,4.0,157506,47.0,10000000,Free,0,Everyone,Photography,"May 24, 2018",4.5.2,5.0 and up,0.4620191285278281,PHOTOGRAPHY
"High-Speed Camera (GIF,Burst)",PHOTOGRAPHY,4.1,78140,10.0,5000000,Free,0,Everyone,Photography,"February 11, 2018",5.5.2,4.0.3 and up,0.3967372134038801,PHOTOGRAPHY
EyeEm - Camera & Photo Filter,PHOTOGRAPHY,4.2,215343,44.0,10000000,Free,0,Everyone,Photography,"July 14, 2018",6.4.3,4.0.3 and up,0.586203964953965,PHOTOGRAPHY
HD Camera for Android,PHOTOGRAPHY,4.1,351255,4.0,10000000,Free,0,Everyone,Photography,"June 29, 2018",4.6.0.0,4.2 and up,0.5457669413919414,PHOTOGRAPHY
FilterGrid - Cam&Photo Editor,PHOTOGRAPHY,4.6,126337,9.6,1000000,Free,0,Everyone,Photography,"March 15, 2017",2.0.5,4.0 and up,0.529429069607641,PHOTOGRAPHY
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53.0,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004,PHOTOGRAPHY
Color Touch Effects,PHOTOGRAPHY,3.8,167652,12.0,10000000,Free,0,Everyone,Photography,"April 23, 2018",4.5,4.1 and up,0.44570958646616543,PHOTOGRAPHY
Font Studio- Photo Texts Image,PHOTOGRAPHY,4.2,197295,24.0,10000000,Free,0,Everyone,Photography,"June 23, 2017",4.0.7,4.0 and up,0.5220456932773109,PHOTOGRAPHY
Add Text To Photo,PHOTOGRAPHY,4.1,21578,1.6,1000000,Free,0,Everyone,Photography,"September 8, 2017",1.1.3,2.3 and up,0.4007626922823001,PHOTOGRAPHY
BeautyPlus - Easy Photo Editor & Selfie Camera,PHOTOGRAPHY,4.4,3158151,53.0,100000000,Free,0,Everyone,Photography,"July 31, 2018",6.9.031,4.1 and up,0.30000000000000004,PHOTOGRAPHY
Free Sports TV,SPORTS,4.3,1802,9.8,100000,Free,0,Everyone,Sports,"June 21, 2018",1.4,4.0.3 and up,0.5141263962375073,SPORTS
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342909,6.0,10000000,Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.44277674486007823,SPORTS
Football Live Scores,SPORTS,4.5,107724,6.5,5000000,Free,0,Everyone,Sports,"July 31, 2018",1004.0,4.0 and up,0.5309547152194212,SPORTS
All Football - Latest News & Videos,SPORTS,4.6,152867,17.0,10000000,Free,0,Everyone,Sports,"August 3, 2018",3.0.5,4.1 and up,0.5105386453823954,SPORTS
"All Football GO- Live Score, Games",SPORTS,4.6,1981,10.0,100000,Free,0,Everyone,Sports,"June 21, 2018",2.9.9go,4.1 and up,0.5140277777777779,SPORTS
Goal Live Scores,SPORTS,4.4,232423,35.0,5000000,Free,0,Everyone,Sports,"June 11, 2018",4.2.2,4.0.3 and up,0.5138371392496393,SPORTS
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,1000000,Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.488624757677788,SPORTS
Golf Channel,SPORTS,4.1,19230,88.0,1000000,Free,0,Everyone,Sports,"May 30, 2018",4.5.19.56,4.1 and up,0.4610644841269841,SPORTS
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,500000,Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.4648870791245791,SPORTS
GolfLogix GPS + Putt Breaks,SPORTS,4.0,11085,61.0,1000000,Free,0,Everyone,Sports,"June 21, 2018",8.9.3,4.0.3 and up,0.4526742085075418,SPORTS
Golfshot Plus: Golf GPS,SPORTS,4.1,3387,25.0,50000,Paid,$29.99,Everyone,Sports,"July 11, 2018",4.18.0,4.1 and up,0.4753117784992785,SPORTS
FanDuel: Daily Fantasy Sports,SPORTS,4.6,29673,57.0,1000000,Free,0,Mature 17+,Sports,"August 6, 2018",2.46.1,5.0 and up,0.4659878000787092,SPORTS
DraftKings - Daily Fantasy Sports,SPORTS,4.5,50017,41.0,1000000,Free,0,Adults only 18+,Sports,"July 24, 2018",3.21.324,4.4 and up,0.5213883377425044,SPORTS
Fantasy Football Manager (FPL),SPORTS,4.4,63650,4.6,1000000,Free,0,Everyone,Sports,"August 3, 2018",7.0.2,4.1 and up,0.5221638655462185,SPORTS
Fantasy Football,SPORTS,3.5,50179,23.0,1000000,Free,0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.41102149863019427,SPORTS
CBS Sports Fantasy,SPORTS,4.0,43611,27.0,1000000,Free,0,Everyone,Sports,"June 27, 2018",3.17.0+3,5.0 and up,0.488624757677788,SPORTS
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82.0,5000000,Free,0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.520679012345679,SPORTS
"FIFA - Tournaments, Soccer News & Live Scores",SPORTS,4.2,342912,6.0,10000000,Free,0,Everyone,Sports,"August 3, 2018",4.3.1,4.4 and up,0.44277674486007823,SPORTS
365Scores - Live Scores,SPORTS,4.6,666521,25.0,10000000,Free,0,Everyone,Sports,"July 29, 2018",5.5.9,4.1 and up,0.6396103896103896,SPORTS
Fantasy Football & NFL News,SPORTS,4.5,2943,8.1,100000,Free,0,Everyone,Sports,"May 15, 2018",6.1.3,2.3.3 and up,0.5673918102594574,SPORTS
Golfshot: Golf GPS + Tee Times,SPORTS,4.3,7543,25.0,500000,Free,0,Everyone,Sports,"July 11, 2018",1.31.0,4.1 and up,0.4648870791245791,SPORTS
"FOX Sports: Live Streaming, Scores & News",SPORTS,4.0,28895,82.0,5000000,Free,0,Teen,Sports,"August 2, 2018",4.4.15,5.0 and up,0.520679012345679,SPORTS
Fantasy Football,SPORTS,3.5,50179,23.0,1000000,Free,0,Everyone,Sports,"August 2, 2018",2.5.7.1,5.0 and up,0.41102149863019427,SPORTS
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857,TRAVEL_AND_LOCAL
CityMaps2Go Plan Trips Travel Guide Offline Maps,TRAVEL_AND_LOCAL,4.3,64713,58.0,1000000,Free,0,Everyone,Travel & Local,"June 9, 2018",10.9.8 (Play),5.0 and up,0.5213652146464647,TRAVEL_AND_LOCAL
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28.0,1000000,Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.5762854447140161,TRAVEL_AND_LOCAL
GPS Map Free,TRAVEL_AND_LOCAL,4.0,33782,7.6,5000000,Free,0,Everyone,Travel & Local,"July 11, 2018",4.6,4.0 and up,0.6000000000000001,TRAVEL_AND_LOCAL
GasBuddy: Find Cheap Gas,TRAVEL_AND_LOCAL,4.6,751551,42.0,10000000,Free,0,Mature 17+,Travel & Local,"August 2, 2018",5.2.0 21127,4.4 and up,0.5009855994699745,TRAVEL_AND_LOCAL
"AT&T Navigator: Maps, Traffic",TRAVEL_AND_LOCAL,3.6,32862,14.0,10000000,Free,0,Everyone,Travel & Local,"December 6, 2016",5.10.6.2.8466393,4.1 and up,0.41218410352646806,TRAVEL_AND_LOCAL
AirAsia,TRAVEL_AND_LOCAL,3.9,98585,37.0,10000000,Free,0,Everyone,Travel & Local,"July 16, 2018",5.0.4,4.4 and up,0.43236171236171234,TRAVEL_AND_LOCAL
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136633,14.0,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857,TRAVEL_AND_LOCAL
Allegiant,TRAVEL_AND_LOCAL,3.1,5572,21.0,1000000,Free,0,Everyone,Travel & Local,"July 12, 2018",5.16.1,4.4 and up,0.2333333333333333,TRAVEL_AND_LOCAL
Amtrak,TRAVEL_AND_LOCAL,3.7,16815,28.0,1000000,Free,0,Everyone,Travel & Local,"July 15, 2018",3.1.3,5.0 and up,0.369246213442642,TRAVEL_AND_LOCAL
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46.0,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.4622601174814454,TRAVEL_AND_LOCAL
Find Dining Restaurant Finder,TRAVEL_AND_LOCAL,4.1,427,26.0,100000,Free,0,Everyone,Travel & Local,"March 21, 2016",1.2.1,4.1 and up,0.4775996112730807,TRAVEL_AND_LOCAL
Hipmunk Hotels & Flights,TRAVEL_AND_LOCAL,4.3,16734,10.0,1000000,Free,0,Everyone,Travel & Local,"July 31, 2018",8.8.2,5.0 and up,0.6215854119425549,TRAVEL_AND_LOCAL
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857,TRAVEL_AND_LOCAL
CWT To Go,TRAVEL_AND_LOCAL,4.4,20313,57.0,100000,Free,0,Everyone,Travel & Local,"August 5, 2018",17.7.8,4.4 and up,0.5318358395989975,TRAVEL_AND_LOCAL
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51.0,1000000,Free,0,Everyone,Travel & Local,"July 24, 2018",4.20,4.4 and up,0.3991548134405278,TRAVEL_AND_LOCAL
Cheap Flights & Hotels momondo,TRAVEL_AND_LOCAL,4.2,42546,24.0,5000000,Free,0,Everyone,Travel & Local,"April 25, 2018",7.6.5,4.4 and up,0.46549228074869103,TRAVEL_AND_LOCAL
Flights,TRAVEL_AND_LOCAL,4.4,18039,3.1,1000000,Free,0,Everyone,Travel & Local,"July 26, 2018",3.6.6,4.1 and up,0.4000104062604063,TRAVEL_AND_LOCAL
Fly Delta,TRAVEL_AND_LOCAL,3.7,27560,46.0,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",4.13.2,5.0 and up,0.4622601174814454,TRAVEL_AND_LOCAL
Cheapflights – Flight Search,TRAVEL_AND_LOCAL,4.4,47780,19.0,5000000,Free,0,Everyone,Travel & Local,"July 31, 2018",Varies with device,Varies with device,0.5859340659340659,TRAVEL_AND_LOCAL
"Expedia Hotels, Flights & Car Rental Travel Deals",TRAVEL_AND_LOCAL,4.1,136626,14.0,10000000,Free,0,Everyone,Travel & Local,"August 6, 2018",18.30.0,5.0 and up,0.5015541294642857,TRAVEL_AND_LOCAL
Hostelworld: Hostels & Cheap Hotels Travel App,TRAVEL_AND_LOCAL,4.4,17878,28.0,1000000,Free,0,Everyone,Travel & Local,"July 16, 2018",6.7.1,4.1 and up,0.5762854447140161,TRAVEL_AND_LOCAL
Hotels Combined - Cheap deals,TRAVEL_AND_LOCAL,4.1,17202,12.0,5000000,Free,0,Everyone,Travel & Local,"November 13, 2017",4.9.2,4.1 and up,0.35309964726631393,TRAVEL_AND_LOCAL
Ascape VR: 360° Virtual Travel,TRAVEL_AND_LOCAL,4.1,890,7.6,100000,Free,0,Everyone,Travel & Local;Action & Adventure,"August 9, 2017",4.0.38,4.4 and up,0.5006944444444444,TRAVEL_AND_LOCAL
GPS Status & Toolbox,TRAVEL_AND_LOCAL,4.5,149723,4.1,10000000,Free,0,Everyone,Travel & Local,"June 13, 2018",8.1.171,4.0 and up,0.4026825396825397,TRAVEL_AND_LOCAL
Airport + Flight Tracker Radar,TRAVEL_AND_LOCAL,4.2,6762,8.5,1000000,Free,0,Everyone,Travel & Local,"July 14, 2015",8.0,4.0 and up,0.42453282828282823,TRAVEL_AND_LOCAL
DreamTrips,TRAVEL_AND_LOCAL,4.7,9971,22.0,500000,Free,0,Teen,Travel & Local,"August 6, 2018",1.28.1,5.0 and up,0.43856872294372296,TRAVEL_AND_LOCAL
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759663,15.0,100000000,Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up,0.4570770895770896,TOOLS
"Calculator - free calculator, multi calculator app",TOOLS,4.6,25592,7.5,10000000,Free,0,Everyone,Tools,"July 31, 2018",v8.0.1.8.0629.1,4.2 and up,0.15416666666666667,TOOLS
Files Go by Google: Free up space on your phone,TOOLS,4.6,315585,8.5,10000000,Free,0,Everyone,Tools,"July 18, 2018",1.0.204375696,5.0 and up,0.5235522935864323,TOOLS
File Manager -- Take Command of Your Files Easily,TOOLS,4.2,127223,7.6,10000000,Free,0,Everyone,Tools,"August 3, 2018",v7.0.7.1.0625.1_06_0629,5.0 and up,0.3605555555555556,TOOLS
AT&T Smart Wi-Fi,TOOLS,3.9,18513,6.1,10000000,Free,0,Everyone,Tools,"April 26, 2018",3.2,4.1 and up,0.4328650238650239,TOOLS
DuraSpeed,TOOLS,3.8,5431,1.3,10000000,Free,0,Everyone,Tools,"November 13, 2017",1.5.0,6.0 and up,0.39668705168705165,TOOLS
HTC Sense Input-AR,TOOLS,3.8,1420,2.7,100000,Free,0,Everyone,Tools,"April 22, 2014",9.7.753080,4.1 and up,0.42227380952380955,TOOLS
Digital Alarm Clock,TOOLS,4.2,118439,16.0,10000000,Free,0,Everyone,Tools,"June 19, 2018",10.4,4.4 and up,0.480794760360488,TOOLS
Alarm Clock Free,TOOLS,4.0,59973,11.0,10000000,Free,0,Everyone,Tools,"March 16, 2018",1.2.5,4.0 and up,0.35684034219748506,TOOLS
"CM Flashlight (Compass, SOS)",TOOLS,4.4,166367,1.8,5000000,Free,0,Everyone,Tools,"May 25, 2018",1.4.0,2.3 and up,0.5946428571428571,TOOLS
Flashlight - Torch LED Light,TOOLS,4.4,192661,8.5,10000000,Free,0,Everyone,Tools,"July 7, 2018",2.4.1,4.1 and up,0.5391269841269841,TOOLS
Brightest Flashlight Free ®,TOOLS,4.7,1335799,3.8,50000000,Free,0,Everyone,Tools,"October 27, 2017",2.5.2,4.2 and up,0.5224523809523809,TOOLS
Fraction Calculator Plus Free,TOOLS,4.5,148506,11.0,5000000,Free,0,Everyone,Tools,"July 15, 2018",Varies with device,Varies with device,0.5620348647768003,TOOLS
CALCU™ Stylish Calculator Free,TOOLS,4.7,152692,11.0,5000000,Free,0,Everyone,Tools,"July 7, 2018",3.5.6,4.1 and up,0.45346700083542185,TOOLS
Calculator with Percent (Free),TOOLS,4.8,48211,7.4,1000000,Free,0,Everyone,Tools,"November 18, 2017",32.1,4.1 and up,0.5638605442176872,TOOLS
Graphing Calculator,TOOLS,3.9,12388,5.3,1000000,Free,0,Everyone,Tools,"April 1, 2016",1.17,2.3 and up,0.4644786015672091,TOOLS
ConvertPad - Unit Converter,TOOLS,4.4,90831,4.3,10000000,Free,0,Everyone,Tools,"June 18, 2017",3.1.00,4.2 and up,0.48779688251563247,TOOLS
Age Calculator,TOOLS,4.4,24265,3.3,1000000,Free,0,Everyone,Tools,"July 25, 2017",4.0.6,4.0.3 and up,0.6030233698593074,TOOLS
EzCalculator,TOOLS,4.1,1657,2.0,100000,Free,0,Everyone,Tools,"September 17, 2017",2.1.0,5.0 and up,0.5213414947625473,TOOLS
Hideman VPN,TOOLS,4.1,88675,9.6,5000000,Free,0,Everyone,Tools,"July 24, 2018",6.0.1,4.0 and up,0.40125649738552965,TOOLS
